Sample	Population_descriptor	Source	Haplotype	Sample_hap	x1	x2
HG03770	Indian Telugu in the UK	1000G	1	HG03770_H2	0.4678659466471841	-0.32831876855560177
HG03771	Indian Telugu in the UK	1000G	0	HG03771_H1	0.4863030120964802	-0.3586206646353089
HG03771	Indian Telugu in the UK	1000G	1	HG03771_H2	0.46994064165940946	-0.4158269447735761
HG03772	Indian Telugu in the UK	1000G	0	HG03772_H1	0.4951383120707884	-0.44224192064043405
HG03772	Indian Telugu in the UK	1000G	1	HG03772_H2	0.4814634830553058	-0.42168204573285845
HG03773	Indian Telugu in the UK	1000G	0	HG03773_H1	0.4785046820290942	-0.4450690528475256
HG03773	Indian Telugu in the UK	1000G	1	HG03773_H2	0.5068683556417681	-0.44121744374353206
HG03774	Indian Telugu in the UK	1000G	0	HG03774_H1	0.4839996318855328	-0.5362245838046141
HG03774	Indian Telugu in the UK	1000G	1	HG03774_H2	0.46140797755425567	-0.5178660356441854
HG03775	Indian Telugu in the UK	1000G	0	HG03775_H1	0.451729199676654	-0.5219000012340728
HG03775	Indian Telugu in the UK	1000G	1	HG03775_H2	0.4634086085695832	-0.4970654288545272
HG03777	Indian Telugu in the UK	1000G	0	HG03777_H1	0.4693722946676463	-0.5222496935343364
HG03777	Indian Telugu in the UK	1000G	1	HG03777_H2	0.46803712668656045	-0.5207896077294271
HG03778	Indian Telugu in the UK	1000G	0	HG03778_H1	0.47589549218623994	-0.431249784747406
HG03778	Indian Telugu in the UK	1000G	1	HG03778_H2	0.4901372237688139	-0.43541854521071544
HG03779	Indian Telugu in the UK	1000G	0	HG03779_H1	0.47837159353018766	-0.4209603459025096
HG03779	Indian Telugu in the UK	1000G	1	HG03779_H2	0.4597266803701866	-0.489019773726753
HG03780	Indian Telugu in the UK	1000G	0	HG03780_H1	0.4718169837880218	-0.5362192179003052
HG03780	Indian Telugu in the UK	1000G	1	HG03780_H2	0.45063727911518026	-0.5443936881253832
HG03781	Indian Telugu in the UK	1000G	0	HG03781_H1	0.48244594483489706	-0.458510080005907
HG03781	Indian Telugu in the UK	1000G	1	HG03781_H2	0.4747529112728523	-0.4901454620361249
HG03782	Indian Telugu in the UK	1000G	0	HG03782_H1	0.46090182226185267	-0.5347974922348124
HG03782	Indian Telugu in the UK	1000G	1	HG03782_H2	0.4428056136047164	-0.5545150527519624
HG03785	Indian Telugu in the UK	1000G	0	HG03785_H1	0.47484750178494134	-0.4240317292867149
HG03785	Indian Telugu in the UK	1000G	1	HG03785_H2	0.49336378952401677	-0.4268175047544199
HG03786	Indian Telugu in the UK	1000G	0	HG03786_H1	0.48897489353350987	-0.45651084615705784
HG03786	Indian Telugu in the UK	1000G	1	HG03786_H2	0.4851144903182224	-0.45495259639518304
HG03787	Indian Telugu in the UK	1000G	0	HG03787_H1	0.47682784808240913	-0.41296003584603624
HG03787	Indian Telugu in the UK	1000G	1	HG03787_H2	0.46323721216179264	-0.41347587476142483
HG03788	Indian Telugu in the UK	1000G	0	HG03788_H1	0.47460853151709914	-0.5610572170371002
HG03788	Indian Telugu in the UK	1000G	1	HG03788_H2	0.4783381024250181	-0.49634408664663365
HG03789	Indian Telugu in the UK	1000G	0	HG03789_H1	0.48009415045555465	-0.5895355696782939
HG03789	Indian Telugu in the UK	1000G	1	HG03789_H2	0.4710034160672442	-0.6182692386289259
HG03790	Indian Telugu in the UK	1000G	0	HG03790_H1	0.46342421379387894	-0.5339371659786061
HG03790	Indian Telugu in the UK	1000G	1	HG03790_H2	0.4644925066446751	-0.5726770146394352
HG03792	Indian Telugu in the UK	1000G	0	HG03792_H1	0.46890392408329384	-0.5440755274514368
HG03792	Indian Telugu in the UK	1000G	1	HG03792_H2	0.45964768207448287	-0.5311829812989464
HG03793	Bengali in Bangladesh	1000G	0	HG03793_H1	0.4897728647693152	-0.37631860806074835
HG03793	Bengali in Bangladesh	1000G	1	HG03793_H2	0.513900272582621	-0.32650731211065376
HG03796	Bengali in Bangladesh	1000G	0	HG03796_H1	0.4987648813516985	-0.20764690721440107
HG03796	Bengali in Bangladesh	1000G	1	HG03796_H2	0.5312280119913724	-0.09305618279295692
HG03800	Bengali in Bangladesh	1000G	0	HG03800_H1	0.5169970142408468	-0.11604230090858407
HG03800	Bengali in Bangladesh	1000G	1	HG03800_H2	0.5058660978039458	-0.1477895899373293
HG03805	Bengali in Bangladesh	1000G	0	HG03805_H1	0.48525891296822393	-0.2953877444644165
HG03805	Bengali in Bangladesh	1000G	1	HG03805_H2	0.4900714217083181	-0.3085357176093128
HG03808	Bengali in Bangladesh	1000G	0	HG03808_H1	0.5156559637273932	-0.24760594603612635
HG03808	Bengali in Bangladesh	1000G	1	HG03808_H2	0.5129227116976416	-0.2659007736674335
HG03809	Bengali in Bangladesh	1000G	0	HG03809_H1	0.49424924367747963	-0.32453112057024047
HG03809	Bengali in Bangladesh	1000G	1	HG03809_H2	0.5299132713309282	-0.29869849967182927
HG03812	Bengali in Bangladesh	1000G	0	HG03812_H1	0.5168904017241196	-0.2837464219390139
HG03812	Bengali in Bangladesh	1000G	1	HG03812_H2	0.5201674738896129	-0.2582526896824284
HG03817	Bengali in Bangladesh	1000G	0	HG03817_H1	0.5211814199811913	-0.30250182845311585
HG03817	Bengali in Bangladesh	1000G	1	HG03817_H2	0.5079060467561731	-0.3141108852992519
HG03821	Bengali in Bangladesh	1000G	0	HG03821_H1	0.4969450073695106	-0.31966902897584887
HG03821	Bengali in Bangladesh	1000G	1	HG03821_H2	0.4923974177419784	-0.31436055841554056
HG03823	Bengali in Bangladesh	1000G	0	HG03823_H1	0.5135212669092984	-0.364277359287932
HG03823	Bengali in Bangladesh	1000G	1	HG03823_H2	0.509378577421008	-0.25605751718815245
HG03826	Bengali in Bangladesh	1000G	0	HG03826_H1	0.5028501377713246	-0.30578119740768606
HG03826	Bengali in Bangladesh	1000G	1	HG03826_H2	0.5095932879634513	-0.29212344678342816
HG03836	Sri Lankan Tamil in the UK	1000G	0	HG03836_H1	0.4804485652425147	-0.49096537372985694
HG03836	Sri Lankan Tamil in the UK	1000G	1	HG03836_H2	0.4582456251823099	-0.4637007168602658
HG03837	Sri Lankan Tamil in the UK	1000G	0	HG03837_H1	0.4570147731147165	-0.483969409502128
HG03837	Sri Lankan Tamil in the UK	1000G	1	HG03837_H2	0.47517593281141907	-0.4550008192986354
HG03838	Sri Lankan Tamil in the UK	1000G	0	HG03838_H1	0.49167891838512456	-0.39568062207217275
HG03838	Sri Lankan Tamil in the UK	1000G	1	HG03838_H2	0.4539826887346003	-0.42355082522543525
HG03844	Sri Lankan Tamil in the UK	1000G	0	HG03844_H1	0.47025207997515184	-0.3848728539697381
HG03844	Sri Lankan Tamil in the UK	1000G	1	HG03844_H2	0.47059000998674066	-0.48728632588468646
HG03846	Sri Lankan Tamil in the UK	1000G	0	HG03846_H1	0.46005399087930776	-0.4082033304481851
HG03846	Sri Lankan Tamil in the UK	1000G	1	HG03846_H2	0.46802789185149635	-0.41377471031077157
HG03848	Sri Lankan Tamil in the UK	1000G	0	HG03848_H1	0.46145674783442	-0.46749699878338163
HG03848	Sri Lankan Tamil in the UK	1000G	1	HG03848_H2	0.47501381507444995	-0.44642169230360285
HG03849	Sri Lankan Tamil in the UK	1000G	0	HG03849_H1	0.4618742136858094	-0.44282910875064596
HG03849	Sri Lankan Tamil in the UK	1000G	1	HG03849_H2	0.47001143987861765	-0.45701939664304964
HG03850	Sri Lankan Tamil in the UK	1000G	0	HG03850_H1	0.481510881829272	-0.45763726201075317
HG03850	Sri Lankan Tamil in the UK	1000G	1	HG03850_H2	0.45454827257608144	-0.4763033597951373
HG03851	Sri Lankan Tamil in the UK	1000G	0	HG03851_H1	0.455897863639276	-0.48744530150471604
HG03851	Sri Lankan Tamil in the UK	1000G	1	HG03851_H2	0.471744880701129	-0.4622368737917153
HG03854	Sri Lankan Tamil in the UK	1000G	0	HG03854_H1	0.4670547314188409	-0.462759930309492
HG03854	Sri Lankan Tamil in the UK	1000G	1	HG03854_H2	0.4752115176477664	-0.4899675019258213
HG03856	Sri Lankan Tamil in the UK	1000G	0	HG03856_H1	0.4926439238881936	-0.28738917260945424
HG03856	Sri Lankan Tamil in the UK	1000G	1	HG03856_H2	0.49273247374353446	-0.261926835654478
HG03857	Sri Lankan Tamil in the UK	1000G	0	HG03857_H1	0.4696613786740517	-0.44237822218123213
HG03857	Sri Lankan Tamil in the UK	1000G	1	HG03857_H2	0.4808894424602475	-0.43722352749712756
HG03858	Sri Lankan Tamil in the UK	1000G	0	HG03858_H1	0.45705308741563544	-0.3629930510118581
HG03858	Sri Lankan Tamil in the UK	1000G	1	HG03858_H2	0.4697023786581188	-0.40108313203491575
HG03861	Indian Telugu in the UK	1000G	0	HG03861_H1	0.49319805898418695	-0.43199290197385387
HG03861	Indian Telugu in the UK	1000G	1	HG03861_H2	0.4729686124275889	-0.47641104791743366
HG03862	Indian Telugu in the UK	1000G	0	HG03862_H1	0.4716750817712571	-0.5473844343514191
HG03862	Indian Telugu in the UK	1000G	1	HG03862_H2	0.4641267483295977	-0.5317716371655106
HG03863	Indian Telugu in the UK	1000G	0	HG03863_H1	0.4595257253984523	-0.5048593183189496
HG03863	Indian Telugu in the UK	1000G	1	HG03863_H2	0.468832945459647	-0.5274865190959002
HG03864	Indian Telugu in the UK	1000G	0	HG03864_H1	0.4780252520063323	-0.5024235447818212
HG03864	Indian Telugu in the UK	1000G	1	HG03864_H2	0.4664791294485121	-0.5351037319734187
HG03866	Indian Telugu in the UK	1000G	0	HG03866_H1	0.47320541837925506	-0.4806481661865248
HG03866	Indian Telugu in the UK	1000G	1	HG03866_H2	0.4463387780428112	-0.4918735093001791
HG03867	Indian Telugu in the UK	1000G	0	HG03867_H1	0.46732741948208123	-0.32379581725533335
HG03867	Indian Telugu in the UK	1000G	1	HG03867_H2	0.4898027834105749	-0.3459217850896421
HG03869	Indian Telugu in the UK	1000G	0	HG03869_H1	0.467416201534598	-0.5018218107349308
HG03869	Indian Telugu in the UK	1000G	1	HG03869_H2	0.45033788229797367	-0.5310690057162367
HG03871	Indian Telugu in the UK	1000G	0	HG03871_H1	0.46742470074927106	-0.5187905077594197
HG03871	Indian Telugu in the UK	1000G	1	HG03871_H2	0.4727395723258887	-0.5059272326648256
HG03872	Indian Telugu in the UK	1000G	0	HG03872_H1	0.4652515850153994	-0.5195492150907717
HG03872	Indian Telugu in the UK	1000G	1	HG03872_H2	0.45859025603748	-0.5102823942212175
HG03875	Indian Telugu in the UK	1000G	0	HG03875_H1	0.47036382691193396	-0.6465061513912198
HG03875	Indian Telugu in the UK	1000G	1	HG03875_H2	0.4703600418871716	-0.6079600620184148
HG03882	Indian Telugu in the UK	1000G	0	HG03882_H1	0.4718642829527936	-0.542076283442031
HG03882	Indian Telugu in the UK	1000G	1	HG03882_H2	0.45474167779332486	-0.5244105474189195
HG03884	Sri Lankan Tamil in the UK	1000G	0	HG03884_H1	0.4651291209637492	-0.45576363424407124
HG03884	Sri Lankan Tamil in the UK	1000G	1	HG03884_H2	0.4767503493367932	-0.4680865493245966
HG03887	Sri Lankan Tamil in the UK	1000G	0	HG03887_H1	0.4842718174613403	-0.47925283866489543
HG03887	Sri Lankan Tamil in the UK	1000G	1	HG03887_H2	0.4643544589410975	-0.44863788628306434
HG03890	Sri Lankan Tamil in the UK	1000G	0	HG03890_H1	0.453714577812521	-0.4452897541550803
HG03890	Sri Lankan Tamil in the UK	1000G	1	HG03890_H2	0.452589310429395	-0.4519869111624514
HG03895	Sri Lankan Tamil in the UK	1000G	0	HG03895_H1	0.4495594622958792	-0.47842711203496135
HG03895	Sri Lankan Tamil in the UK	1000G	1	HG03895_H2	0.4687984857039286	-0.4877210724297707
HG03898	Sri Lankan Tamil in the UK	1000G	0	HG03898_H1	0.46946722121628714	-0.47906033120951
HG03898	Sri Lankan Tamil in the UK	1000G	1	HG03898_H2	0.44671462288489516	-0.45681472547061647
HG03900	Sri Lankan Tamil in the UK	1000G	0	HG03900_H1	0.4609742161714552	-0.4748864304868989
HG03900	Sri Lankan Tamil in the UK	1000G	1	HG03900_H2	0.48770600993501434	-0.4987268460689608
HG03905	Bengali in Bangladesh	1000G	0	HG03905_H1	0.5233756269771751	-0.29276524519390124
HG03905	Bengali in Bangladesh	1000G	1	HG03905_H2	0.5163981727227436	-0.26577858641777463
HG03907	Bengali in Bangladesh	1000G	0	HG03907_H1	0.5133817680129459	-0.2900312945708642
HG03907	Bengali in Bangladesh	1000G	1	HG03907_H2	0.48558944231592754	-0.2733968207735035
HG03908	Bengali in Bangladesh	1000G	0	HG03908_H1	0.489313640529193	-0.3432301198696258
HG03908	Bengali in Bangladesh	1000G	1	HG03908_H2	0.4924066712036335	-0.32155556906887844
HG03910	Bengali in Bangladesh	1000G	0	HG03910_H1	0.5255824091106072	-0.3011270358259001
HG03910	Bengali in Bangladesh	1000G	1	HG03910_H2	0.5135749315053562	-0.24632722017423198
HG03911	Bengali in Bangladesh	1000G	0	HG03911_H1	0.5059786889505932	-0.36397627598738697
HG03911	Bengali in Bangladesh	1000G	1	HG03911_H2	0.49195762769972035	-0.3546173736226325
HG03913	Bengali in Bangladesh	1000G	0	HG03913_H1	0.515289563514485	-0.30924828243122593
HG03913	Bengali in Bangladesh	1000G	1	HG03913_H2	0.5178426633401696	-0.3020990365119576
HG03914	Bengali in Bangladesh	1000G	0	HG03914_H1	0.5057571802148708	-0.2764763125501047
HG03914	Bengali in Bangladesh	1000G	1	HG03914_H2	0.5110059473281356	-0.31225524577806146
HG03916	Bengali in Bangladesh	1000G	0	HG03916_H1	0.5164372135657201	-0.22584686718290495
HG03916	Bengali in Bangladesh	1000G	1	HG03916_H2	0.515926907808427	-0.2575754852317459
HG03917	Bengali in Bangladesh	1000G	0	HG03917_H1	0.50623368297107	-0.2406934854071646
HG03917	Bengali in Bangladesh	1000G	1	HG03917_H2	0.49496490377876806	-0.28472359459261015
HG03920	Bengali in Bangladesh	1000G	0	HG03920_H1	0.5147966512742695	-0.28913492741082464
HG03920	Bengali in Bangladesh	1000G	1	HG03920_H2	0.5047692052764254	-0.3228218986418626
HG03922	Bengali in Bangladesh	1000G	0	HG03922_H1	0.5176555107529678	-0.25717002924667265
HG03922	Bengali in Bangladesh	1000G	1	HG03922_H2	0.5027119796694346	-0.26393785685477966
HG03928	Bengali in Bangladesh	1000G	0	HG03928_H1	0.48777086997521135	-0.32343819104702587
HG03928	Bengali in Bangladesh	1000G	1	HG03928_H2	0.5094650539867644	-0.2550088865721487
HG03931	Bengali in Bangladesh	1000G	0	HG03931_H1	0.524479806148938	-0.23618419177882843
HG03931	Bengali in Bangladesh	1000G	1	HG03931_H2	0.5036169545379741	-0.24798907351563892
HG03934	Bengali in Bangladesh	1000G	0	HG03934_H1	0.5113662859382853	-0.27818887111781454
HG03934	Bengali in Bangladesh	1000G	1	HG03934_H2	0.4969066687844199	-0.29818818263327984
HG03937	Bengali in Bangladesh	1000G	0	HG03937_H1	0.513672753801143	-0.28374013377955165
HG03937	Bengali in Bangladesh	1000G	1	HG03937_H2	0.508703377369828	-0.295229970701315
HG03943	Sri Lankan Tamil in the UK	1000G	0	HG03943_H1	0.4892949167610014	-0.45887704741554497
HG03943	Sri Lankan Tamil in the UK	1000G	1	HG03943_H2	0.48181102661812936	-0.48094948647332597
HG03944	Sri Lankan Tamil in the UK	1000G	0	HG03944_H1	0.451252928100666	-0.4815293015200748
HG03944	Sri Lankan Tamil in the UK	1000G	1	HG03944_H2	0.4608221775384817	-0.49588923810748875
HG03945	Sri Lankan Tamil in the UK	1000G	0	HG03945_H1	0.4376940164388006	-0.532707062463254
HG03945	Sri Lankan Tamil in the UK	1000G	1	HG03945_H2	0.4859489963103374	-0.45439845767395876
HG03947	Sri Lankan Tamil in the UK	1000G	0	HG03947_H1	0.4676059424926826	-0.4206608121739057
HG03947	Sri Lankan Tamil in the UK	1000G	1	HG03947_H2	0.46135231273295496	-0.4180349326284573
HG03949	Sri Lankan Tamil in the UK	1000G	0	HG03949_H1	0.4654465376117505	-0.4776813298845617
HG03949	Sri Lankan Tamil in the UK	1000G	1	HG03949_H2	0.4719355438395988	-0.46804191467742073
HG03950	Sri Lankan Tamil in the UK	1000G	0	HG03950_H1	0.45905043508882004	-0.44773025225443747
HG03950	Sri Lankan Tamil in the UK	1000G	1	HG03950_H2	0.4855376020339642	-0.43747825850680583
HG03951	Sri Lankan Tamil in the UK	1000G	0	HG03951_H1	0.4545234660416297	-0.4613718094168885
HG03951	Sri Lankan Tamil in the UK	1000G	1	HG03951_H2	0.45924279386477274	-0.522151575110916
HG03955	Sri Lankan Tamil in the UK	1000G	0	HG03955_H1	0.47036623472747785	-0.4947108207718699
HG03955	Sri Lankan Tamil in the UK	1000G	1	HG03955_H2	0.4578292150382547	-0.47310998908933255
HG03960	Indian Telugu in the UK	1000G	0	HG03960_H1	0.47392476516686916	-0.42888213339034076
HG03960	Indian Telugu in the UK	1000G	1	HG03960_H2	0.4728655044561985	-0.4717599146938074
HG03963	Indian Telugu in the UK	1000G	0	HG03963_H1	0.4808933921839149	-0.43340165494117483
HG03963	Indian Telugu in the UK	1000G	1	HG03963_H2	0.47387080233550344	-0.43754628636596254
HG03965	Indian Telugu in the UK	1000G	0	HG03965_H1	0.4797769001057208	-0.40777213304105603
HG03965	Indian Telugu in the UK	1000G	1	HG03965_H2	0.48037229717417407	-0.3538393719604642
HG03967	Indian Telugu in the UK	1000G	0	HG03967_H1	0.48627928095812567	-0.5096520080936324
HG03967	Indian Telugu in the UK	1000G	1	HG03967_H2	0.46097283779478104	-0.560400450622324
HG03968	Indian Telugu in the UK	1000G	0	HG03968_H1	0.47263758702729436	-0.5158922197177468
HG03968	Indian Telugu in the UK	1000G	1	HG03968_H2	0.4595264445193167	-0.5173406921076661
HG03969	Indian Telugu in the UK	1000G	0	HG03969_H1	0.46613991405461136	-0.5094097335638285
HG03969	Indian Telugu in the UK	1000G	1	HG03969_H2	0.4701592258234377	-0.5294325531914199
HG03971	Indian Telugu in the UK	1000G	0	HG03971_H1	0.4677708805576009	-0.5174330034929441
HG03971	Indian Telugu in the UK	1000G	1	HG03971_H2	0.4621932833940053	-0.5168444005159752
HG03973	Indian Telugu in the UK	1000G	0	HG03973_H1	0.4548515062582953	-0.5274404599775531
HG03973	Indian Telugu in the UK	1000G	1	HG03973_H2	0.47466051809186294	-0.5211179798672215
HG03974	Indian Telugu in the UK	1000G	0	HG03974_H1	0.460689009241488	-0.5045617497433064
HG03974	Indian Telugu in the UK	1000G	1	HG03974_H2	0.4695045876741353	-0.5063920220841793
HG03976	Indian Telugu in the UK	1000G	0	HG03976_H1	0.4753329844278287	-0.46246119932198976
HG03976	Indian Telugu in the UK	1000G	1	HG03976_H2	0.4664157388400067	-0.48632462933808224
HG03977	Indian Telugu in the UK	1000G	0	HG03977_H1	0.480099900384344	-0.34574215391814517
HG03977	Indian Telugu in the UK	1000G	1	HG03977_H2	0.4890231606655893	-0.28190723985628025
HG03978	Indian Telugu in the UK	1000G	0	HG03978_H1	0.493030506166847	-0.43917367979965816
HG03978	Indian Telugu in the UK	1000G	1	HG03978_H2	0.47078059461075233	-0.3396157986634663
HG03985	Sri Lankan Tamil in the UK	1000G	0	HG03985_H1	0.46300151551809043	-0.393915385784161
HG03985	Sri Lankan Tamil in the UK	1000G	1	HG03985_H2	0.4777756249054059	-0.37576913342588697
HG03986	Sri Lankan Tamil in the UK	1000G	0	HG03986_H1	0.4655701374011226	-0.5179137276383923
HG03986	Sri Lankan Tamil in the UK	1000G	1	HG03986_H2	0.46491267459524055	-0.45767004196589073
HG03989	Sri Lankan Tamil in the UK	1000G	0	HG03989_H1	0.47270021387258154	-0.42843007484325485
HG03989	Sri Lankan Tamil in the UK	1000G	1	HG03989_H2	0.4754800504866026	-0.506188962365374
HG03990	Sri Lankan Tamil in the UK	1000G	0	HG03990_H1	0.4687445927069012	-0.46358031492487384
HG03990	Sri Lankan Tamil in the UK	1000G	1	HG03990_H2	0.45738935946212134	-0.3920607010938003
HG03991	Sri Lankan Tamil in the UK	1000G	0	HG03991_H1	0.46489757911645163	-0.49782544842749454
HG03991	Sri Lankan Tamil in the UK	1000G	1	HG03991_H2	0.4715442587537969	-0.4471563761854666
HG03995	Sri Lankan Tamil in the UK	1000G	0	HG03995_H1	0.4694551990771362	-0.4146995073877707
HG03995	Sri Lankan Tamil in the UK	1000G	1	HG03995_H2	0.4695405323251606	-0.47020542413302013
HG03998	Sri Lankan Tamil in the UK	1000G	0	HG03998_H1	0.45672107046145066	-0.4758030226790272
HG03998	Sri Lankan Tamil in the UK	1000G	1	HG03998_H2	0.4684008825028999	-0.4691819589457863
HG03999	Sri Lankan Tamil in the UK	1000G	0	HG03999_H1	0.47124097936616965	-0.4298175595081859
HG03999	Sri Lankan Tamil in the UK	1000G	1	HG03999_H2	0.4805508543075345	-0.44122766168266503
HG04001	Indian Telugu in the UK	1000G	0	HG04001_H1	0.4830542352949104	-0.4529204101909298
HG04001	Indian Telugu in the UK	1000G	1	HG04001_H2	0.4869746214680067	-0.4490893304554637
HG04002	Indian Telugu in the UK	1000G	0	HG04002_H1	0.44966753605061555	-0.4938522275262455
HG04002	Indian Telugu in the UK	1000G	1	HG04002_H2	0.48724886763354003	-0.46396140293835236
HG04003	Sri Lankan Tamil in the UK	1000G	0	HG04003_H1	0.482783648017218	-0.6105204167077019
HG04003	Sri Lankan Tamil in the UK	1000G	1	HG04003_H2	0.4705193432422181	-0.6112036262034163
HG04006	Sri Lankan Tamil in the UK	1000G	0	HG04006_H1	0.48406277741737136	-0.36898840444034825
HG04006	Sri Lankan Tamil in the UK	1000G	1	HG04006_H2	0.4615288743183663	-0.3944167210582693
HG04014	Indian Telugu in the UK	1000G	0	HG04014_H1	0.48555879396940155	-0.37822809773987276
HG04014	Indian Telugu in the UK	1000G	1	HG04014_H2	0.4826415962963393	-0.38800428479153865
HG04015	Indian Telugu in the UK	1000G	0	HG04015_H1	0.4634183311596512	-0.49389954402713143
HG04015	Indian Telugu in the UK	1000G	1	HG04015_H2	0.48317305549915507	-0.4472146609474301
HG04017	Indian Telugu in the UK	1000G	0	HG04017_H1	0.4914139474926725	-0.4868375726660778
HG04017	Indian Telugu in the UK	1000G	1	HG04017_H2	0.465893967513978	-0.455690888149892
HG04018	Indian Telugu in the UK	1000G	0	HG04018_H1	0.4593077488776976	-0.5429666424051229
HG04018	Indian Telugu in the UK	1000G	1	HG04018_H2	0.4486200572036246	-0.5527425544970469
HG04019	Indian Telugu in the UK	1000G	0	HG04019_H1	0.4582265489538093	-0.5028515686316664
HG04019	Indian Telugu in the UK	1000G	1	HG04019_H2	0.4801836770900058	-0.5357062691691812
HG04020	Indian Telugu in the UK	1000G	0	HG04020_H1	0.46744321962980667	-0.5080521126935167
HG04020	Indian Telugu in the UK	1000G	1	HG04020_H2	0.47347675307718134	-0.5222611526507867
HG04022	Indian Telugu in the UK	1000G	0	HG04022_H1	0.4496987869691937	-0.49661641758112535
